curr1;curr2;rate;;;;;
XOF;XCD;0.0040486;; ('XOF', 'XCD', 0.0040486),;;;('XOF', 'XCD', 0.0040486),
XOF;XDR;0.0126582;; ('XOF', 'XDR', 0.0126582),;;;('XOF', 'XDR', 0.0126582),
XOF;XOF;1;; ('XOF', 'XOF', 1),;;;('XOF', 'XOF', 1),
XOF;XPD;821;; ('XOF', 'XPD', 821),;;;('XOF', 'XPD', 821),
XOF;XPF;403;; ('XOF', 'XPF', 403),;;;('XOF', 'XPF', 403),
XOF;XPT;408;; ('XOF', 'XPT', 408),;;;('XOF', 'XPT', 408),
XOF;XSU;84;; ('XOF', 'XSU', 84),;;;('XOF', 'XSU', 84),
XOF;XTS;50;; ('XOF', 'XTS', 50),;;;('XOF', 'XTS', 50),
XOF;XUA;137;; ('XOF', 'XUA', 137),;;;('XOF', 'XUA', 137),
XOF;XXX;216;; ('XOF', 'XXX', 216),;;;('XOF', 'XXX', 216),
XOF;YER;644;; ('XOF', 'YER', 644),;;;('XOF', 'YER', 644),
XOF;ZAR;114;; ('XOF', 'ZAR', 114),;;;('XOF', 'ZAR', 114),
XOF;ZMW;179;; ('XOF', 'ZMW', 179),;;;('XOF', 'ZMW', 179),
XOF;ZWL;159;; ('XOF', 'ZWL', 159),;;;('XOF', 'ZWL', 159),
XPD;AED;0.0067568;; ('XPD', 'AED', 0.0067568),;;;('XPD', 'AED', 0.0067568),
XPD;AFN;0.0129870;; ('XPD', 'AFN', 0.0129870),;;;('XPD', 'AFN', 0.0129870),
XPD;ALL;0.0012658;; ('XPD', 'ALL', 0.0012658),;;;('XPD', 'ALL', 0.0012658),
XPD;AMD;0.0030488;; ('XPD', 'AMD', 0.0030488),;;;('XPD', 'AMD', 0.0030488),
XPD;ANG;0.0054945;; ('XPD', 'ANG', 0.0054945),;;;('XPD', 'ANG', 0.0054945),
XPD;AOA;0.0012453;; ('XPD', 'AOA', 0.0012453),;;;('XPD', 'AOA', 0.0012453),
XPD;ARS;0.0010482;; ('XPD', 'ARS', 0.0010482),;;;('XPD', 'ARS', 0.0010482),
XPD;AUD;0.0040323;; ('XPD', 'AUD', 0.0040323),;;;('XPD', 'AUD', 0.0040323),
XPD;AWG;0.0149254;; ('XPD', 'AWG', 0.0149254),;;;('XPD', 'AWG', 0.0149254),
XPD;AZN;0.0014205;; ('XPD', 'AZN', 0.0014205),;;;('XPD', 'AZN', 0.0014205),
XPD;BAM;0.0011574;; ('XPD', 'BAM', 0.0011574),;;;('XPD', 'BAM', 0.0011574),
XPD;BBD;0.00625;; ('XPD', 'BBD', 0.00625),;;;('XPD', 'BBD', 0.00625),
XPD;BDT;0.0017986;; ('XPD', 'BDT', 0.0017986),;;;('XPD', 'BDT', 0.0017986),
XPD;BGN;0.0017513;; ('XPD', 'BGN', 0.0017513),;;;('XPD', 'BGN', 0.0017513),
XPD;BHD;0.0270270;; ('XPD', 'BHD', 0.0270270),;;;('XPD', 'BHD', 0.0270270),
XPD;BIF;0.0032051;; ('XPD', 'BIF', 0.0032051),;;;('XPD', 'BIF', 0.0032051),
XPD;BMD;0.0016807;; ('XPD', 'BMD', 0.0016807),;;;('XPD', 'BMD', 0.0016807),
XPD;BND;0.0101010;; ('XPD', 'BND', 0.0101010),;;;('XPD', 'BND', 0.0101010),
XPD;BOB;0.0016949;; ('XPD', 'BOB', 0.0016949),;;;('XPD', 'BOB', 0.0016949),
XPD;BOV;0.0037037;; ('XPD', 'BOV', 0.0037037),;;;('XPD', 'BOV', 0.0037037),
XPD;BRL;0.0011628;; ('XPD', 'BRL', 0.0011628),;;;('XPD', 'BRL', 0.0011628),
XPD;BSD;0.0022321;; ('XPD', 'BSD', 0.0022321),;;;('XPD', 'BSD', 0.0022321),
XPD;BTN;0.0012422;; ('XPD', 'BTN', 0.0012422),;;;('XPD', 'BTN', 0.0012422),
XPD;BWP;0.0909091;; ('XPD', 'BWP', 0.0909091),;;;('XPD', 'BWP', 0.0909091),
XPD;BYN;0.0023095;; ('XPD', 'BYN', 0.0023095),;;;('XPD', 'BYN', 0.0023095),
XPD;BZD;0.0015873;; ('XPD', 'BZD', 0.0015873),;;;('XPD', 'BZD', 0.0015873),
XPD;CAD;0.0074074;; ('XPD', 'CAD', 0.0074074),;;;('XPD', 'CAD', 0.0074074),
XPD;CDF;0.0013441;; ('XPD', 'CDF', 0.0013441),;;;('XPD', 'CDF', 0.0013441),
XPD;CHE;0.0012005;; ('XPD', 'CHE', 0.0012005),;;;('XPD', 'CHE', 0.0012005),
XPD;CHF;0.0013812;; ('XPD', 'CHF', 0.0013812),;;;('XPD', 'CHF', 0.0013812),
XPD;CHW;0.0016892;; ('XPD', 'CHW', 0.0016892),;;;('XPD', 'CHW', 0.0016892),
XPD;CLF;0.0021598;; ('XPD', 'CLF', 0.0021598),;;;('XPD', 'CLF', 0.0021598),
XPD;CLP;0.0011429;; ('XPD', 'CLP', 0.0011429),;;;('XPD', 'CLP', 0.0011429),
XPD;COP;0.0015083;; ('XPD', 'COP', 0.0015083),;;;('XPD', 'COP', 0.0015083),
XPD;COU;0.0018904;; ('XPD', 'COU', 0.0018904),;;;('XPD', 'COU', 0.0018904),
XPD;CRC;0.0047847;; ('XPD', 'CRC', 0.0047847),;;;('XPD', 'CRC', 0.0047847),
XPD;CUP;0.0017668;; ('XPD', 'CUP', 0.0017668),;;;('XPD', 'CUP', 0.0017668),
XPD;CVE;0.0018416;; ('XPD', 'CVE', 0.0018416),;;;('XPD', 'CVE', 0.0018416),
XPD;CZK;0.0010929;; ('XPD', 'CZK', 0.0010929),;;;('XPD', 'CZK', 0.0010929),
XPD;DJF;0.0105263;; ('XPD', 'DJF', 0.0105263),;;;('XPD', 'DJF', 0.0105263),
XPD;DKK;0.0010965;; ('XPD', 'DKK', 0.0010965),;;;('XPD', 'DKK', 0.0010965),
XPD;DOP;0.0015924;; ('XPD', 'DOP', 0.0015924),;;;('XPD', 'DOP', 0.0015924),
XPD;DZD;0.0024331;; ('XPD', 'DZD', 0.0024331),;;;('XPD', 'DZD', 0.0024331),
XPD;EGP;0.0011891;; ('XPD', 'EGP', 0.0011891),;;;('XPD', 'EGP', 0.0011891),
XPD;ERN;0.0026954;; ('XPD', 'ERN', 0.0026954),;;;('XPD', 'ERN', 0.0026954),
XPD;ETB;0.0023923;; ('XPD', 'ETB', 0.0023923),;;;('XPD', 'ETB', 0.0023923),
XPD;EUR;0.0526316;; ('XPD', 'EUR', 0.0526316),;;;('XPD', 'EUR', 0.0526316),
XPD;FJD;0.0013423;; ('XPD', 'FJD', 0.0013423),;;;('XPD', 'FJD', 0.0013423),
XPD;FKP;0.0010070;; ('XPD', 'FKP', 0.0010070),;;;('XPD', 'FKP', 0.0010070),
XPD;GBP;0.0011429;; ('XPD', 'GBP', 0.0011429),;;;('XPD', 'GBP', 0.0011429),
XPD;GEL;0.0059524;; ('XPD', 'GEL', 0.0059524),;;;('XPD', 'GEL', 0.0059524),
XPD;GHS;0.0017483;; ('XPD', 'GHS', 0.0017483),;;;('XPD', 'GHS', 0.0017483),
XPD;GIP;0.0454545;; ('XPD', 'GIP', 0.0454545),;;;('XPD', 'GIP', 0.0454545),
XPD;GMD;0.008;; ('XPD', 'GMD', 0.008),;;;('XPD', 'GMD', 0.008),
XPD;GNF;0.0016077;; ('XPD', 'GNF', 0.0016077),;;;('XPD', 'GNF', 0.0016077),
XPD;GTQ;0.0069930;; ('XPD', 'GTQ', 0.0069930),;;;('XPD', 'GTQ', 0.0069930),
XPD;GYD;0.0023923;; ('XPD', 'GYD', 0.0023923),;;;('XPD', 'GYD', 0.0023923),
XPD;HKD;0.0010627;; ('XPD', 'HKD', 0.0010627),;;;('XPD', 'HKD', 0.0010627),
XPD;HNL;0.0114943;; ('XPD', 'HNL', 0.0114943),;;;('XPD', 'HNL', 0.0114943),
XPD;HTG;0.0012346;; ('XPD', 'HTG', 0.0012346),;;;('XPD', 'HTG', 0.0012346),
XPD;HUF;0.0014025;; ('XPD', 'HUF', 0.0014025),;;;('XPD', 'HUF', 0.0014025),
XPD;IDR;0.0046948;; ('XPD', 'IDR', 0.0046948),;;;('XPD', 'IDR', 0.0046948),
XPD;ILS;0.0039683;; ('XPD', 'ILS', 0.0039683),;;;('XPD', 'ILS', 0.0039683),
XPD;INR;0.0046729;; ('XPD', 'INR', 0.0046729),;;;('XPD', 'INR', 0.0046729),
XPD;IQD;0.0030303;; ('XPD', 'IQD', 0.0030303),;;;('XPD', 'IQD', 0.0030303),
XPD;IRR;0.0012180;; ('XPD', 'IRR', 0.0012180),;;;('XPD', 'IRR', 0.0012180),
XPD;ISK;0.0011223;; ('XPD', 'ISK', 0.0011223),;;;('XPD', 'ISK', 0.0011223),
XPD;JMD;0.0021368;; ('XPD', 'JMD', 0.0021368),;;;('XPD', 'JMD', 0.0021368),
XPD;JOD;0.0010627;; ('XPD', 'JOD', 0.0010627),;;;('XPD', 'JOD', 0.0010627),
XPD;JPY;0.0238095;; ('XPD', 'JPY', 0.0238095),;;;('XPD', 'JPY', 0.0238095),
XPD;KES;0.0023148;; ('XPD', 'KES', 0.0023148),;;;('XPD', 'KES', 0.0023148),
XPD;KGS;0.0010152;; ('XPD', 'KGS', 0.0010152),;;;('XPD', 'KGS', 0.0010152),
XPD;KHR;0.0034602;; ('XPD', 'KHR', 0.0034602),;;;('XPD', 'KHR', 0.0034602),
XPD;KMF;0.0012285;; ('XPD', 'KMF', 0.0012285),;;;('XPD', 'KMF', 0.0012285),
XPD;KPW;0.0018315;; ('XPD', 'KPW', 0.0018315),;;;('XPD', 'KPW', 0.0018315),
XPD;KRW;0.0038168;; ('XPD', 'KRW', 0.0038168),;;;('XPD', 'KRW', 0.0038168),
XPD;KWD;0.0013141;; ('XPD', 'KWD', 0.0013141),;;;('XPD', 'KWD', 0.0013141),
XPD;KYD;0.0243902;; ('XPD', 'KYD', 0.0243902),;;;('XPD', 'KYD', 0.0243902),
XPD;KZT;0.0045249;; ('XPD', 'KZT', 0.0045249),;;;('XPD', 'KZT', 0.0045249),
XPD;LAK;0.0012453;; ('XPD', 'LAK', 0.0012453),;;;('XPD', 'LAK', 0.0012453),
XPD;LBP;0.0032573;; ('XPD', 'LBP', 0.0032573),;;;('XPD', 'LBP', 0.0032573),
XPD;LKR;0.0018797;; ('XPD', 'LKR', 0.0018797),;;;('XPD', 'LKR', 0.0018797),
XPD;LRD;0.0010363;; ('XPD', 'LRD', 0.0010363),;;;('XPD', 'LRD', 0.0010363),
XPD;LSL;0.0013736;; ('XPD', 'LSL', 0.0013736),;;;('XPD', 'LSL', 0.0013736),
XPD;LYD;0.0018182;; ('XPD', 'LYD', 0.0018182),;;;('XPD', 'LYD', 0.0018182),
XPD;MAD;0.0046729;; ('XPD', 'MAD', 0.0046729),;;;('XPD', 'MAD', 0.0046729),
XPD;MDL;0.0023529;; ('XPD', 'MDL', 0.0023529),;;;('XPD', 'MDL', 0.0023529),
XPD;MGA;0.0038610;; ('XPD', 'MGA', 0.0038610),;;;('XPD', 'MGA', 0.0038610),
XPD;MKD;0.0014065;; ('XPD', 'MKD', 0.0014065),;;;('XPD', 'MKD', 0.0014065),
XPD;MMK;0.0019531;; ('XPD', 'MMK', 0.0019531),;;;('XPD', 'MMK', 0.0019531),
XPD;MNT;0.0013072;; ('XPD', 'MNT', 0.0013072),;;;('XPD', 'MNT', 0.0013072),
XPD;MOP;0.0020833;; ('XPD', 'MOP', 0.0020833),;;;('XPD', 'MOP', 0.0020833),
XPD;MRU;0.0015106;; ('XPD', 'MRU', 0.0015106),;;;('XPD', 'MRU', 0.0015106),
XPD;MUR;0.0016340;; ('XPD', 'MUR', 0.0016340),;;;('XPD', 'MUR', 0.0016340),
XPD;MVR;0.0434783;; ('XPD', 'MVR', 0.0434783),;;;('XPD', 'MVR', 0.0434783),
XPD;MWK;0.0022026;; ('XPD', 'MWK', 0.0022026),;;;('XPD', 'MWK', 0.0022026),
XPD;MXN;0.0017331;; ('XPD', 'MXN', 0.0017331),;;;('XPD', 'MXN', 0.0017331),
XPD;MXV;0.0769231;; ('XPD', 'MXV', 0.0769231),;;;('XPD', 'MXV', 0.0769231),
XPD;MYR;0.0039526;; ('XPD', 'MYR', 0.0039526),;;;('XPD', 'MYR', 0.0039526),
XPD;MZN;0.0013351;; ('XPD', 'MZN', 0.0013351),;;;('XPD', 'MZN', 0.0013351),
XPD;NAD;0.0019802;; ('XPD', 'NAD', 0.0019802),;;;('XPD', 'NAD', 0.0019802),
XPD;NGN;0.0057471;; ('XPD', 'NGN', 0.0057471),;;;('XPD', 'NGN', 0.0057471),
XPD;NIO;0.0011299;; ('XPD', 'NIO', 0.0011299),;;;('XPD', 'NIO', 0.0011299),
XPD;NOK;0.0015552;; ('XPD', 'NOK', 0.0015552),;;;('XPD', 'NOK', 0.0015552),
XPD;NPR;0.0020619;; ('XPD', 'NPR', 0.0020619),;;;('XPD', 'NPR', 0.0020619),
XPD;NZD;0.0048077;; ('XPD', 'NZD', 0.0048077),;;;('XPD', 'NZD', 0.0048077),
XPD;OMR;0.0011173;; ('XPD', 'OMR', 0.0011173),;;;('XPD', 'OMR', 0.0011173),
XPD;PAB;0.0040816;; ('XPD', 'PAB', 0.0040816),;;;('XPD', 'PAB', 0.0040816),
XPD;PEN;0.0015129;; ('XPD', 'PEN', 0.0015129),;;;('XPD', 'PEN', 0.0015129),
XPD;PGK;0.0116279;; ('XPD', 'PGK', 0.0116279),;;;('XPD', 'PGK', 0.0116279),
XPD;PHP;0.0015949;; ('XPD', 'PHP', 0.0015949),;;;('XPD', 'PHP', 0.0015949),
XPD;PKR;0.0014837;; ('XPD', 'PKR', 0.0014837),;;;('XPD', 'PKR', 0.0014837),
XPD;PLN;0.0015038;; ('XPD', 'PLN', 0.0015038),;;;('XPD', 'PLN', 0.0015038),
XPD;PYG;0.0024570;; ('XPD', 'PYG', 0.0024570),;;;('XPD', 'PYG', 0.0024570),
XPD;QAR;0.0037594;; ('XPD', 'QAR', 0.0037594),;;;('XPD', 'QAR', 0.0037594),
XPD;RON;0.0018215;; ('XPD', 'RON', 0.0018215),;;;('XPD', 'RON', 0.0018215),
XPD;RSD;0.0012937;; ('XPD', 'RSD', 0.0012937),;;;('XPD', 'RSD', 0.0012937),
XPD;CNY;0.0022173;; ('XPD', 'CNY', 0.0022173),;;;('XPD', 'CNY', 0.0022173),
XPD;RUB;0.0080645;; ('XPD', 'RUB', 0.0080645),;;;('XPD', 'RUB', 0.0080645),
XPD;RWF;0.0023364;; ('XPD', 'RWF', 0.0023364),;;;('XPD', 'RWF', 0.0023364),
XPD;SAR;0.0010050;; ('XPD', 'SAR', 0.0010050),;;;('XPD', 'SAR', 0.0010050),
XPD;SBD;0.0010111;; ('XPD', 'SBD', 0.0010111),;;;('XPD', 'SBD', 0.0010111),
XPD;SCR;0.0026042;; ('XPD', 'SCR', 0.0026042),;;;('XPD', 'SCR', 0.0026042),
XPD;SDG;0.0033557;; ('XPD', 'SDG', 0.0033557),;;;('XPD', 'SDG', 0.0033557),
XPD;SEK;0.0077519;; ('XPD', 'SEK', 0.0077519),;;;('XPD', 'SEK', 0.0077519),
XPD;SGD;0.0048309;; ('XPD', 'SGD', 0.0048309),;;;('XPD', 'SGD', 0.0048309),
XPD;SHP;0.0013351;; ('XPD', 'SHP', 0.0013351),;;;('XPD', 'SHP', 0.0013351),
XPD;SLE;0.0526316;; ('XPD', 'SLE', 0.0526316),;;;('XPD', 'SLE', 0.0526316),
XPD;SLL;0.0010776;; ('XPD', 'SLL', 0.0010776),;;;('XPD', 'SLL', 0.0010776),
XPD;SOS;0.0014706;; ('XPD', 'SOS', 0.0014706),;;;('XPD', 'SOS', 0.0014706),
XPD;SRD;0.0010352;; ('XPD', 'SRD', 0.0010352),;;;('XPD', 'SRD', 0.0010352),
XPD;SSP;0.0014749;; ('XPD', 'SSP', 0.0014749),;;;('XPD', 'SSP', 0.0014749),
XPD;STN;0.0144928;; ('XPD', 'STN', 0.0144928),;;;('XPD', 'STN', 0.0144928),
XPD;SVC;0.0014599;; ('XPD', 'SVC', 0.0014599),;;;('XPD', 'SVC', 0.0014599),
XPD;SYP;0.0018315;; ('XPD', 'SYP', 0.0018315),;;;('XPD', 'SYP', 0.0018315),
XPD;SZL;0.0080645;; ('XPD', 'SZL', 0.0080645),;;;('XPD', 'SZL', 0.0080645),
XPD;THB;0.0045872;; ('XPD', 'THB', 0.0045872),;;;('XPD', 'THB', 0.0045872),
XPD;TJS;0.0060241;; ('XPD', 'TJS', 0.0060241),;;;('XPD', 'TJS', 0.0060241),
XPD;TMT;0.0032258;; ('XPD', 'TMT', 0.0032258),;;;('XPD', 'TMT', 0.0032258),
XPD;TND;0.0128205;; ('XPD', 'TND', 0.0128205),;;;('XPD', 'TND', 0.0128205),
XPD;TOP;0.0030120;; ('XPD', 'TOP', 0.0030120),;;;('XPD', 'TOP', 0.0030120),
XPD;TRY;0.0028571;; ('XPD', 'TRY', 0.0028571),;;;('XPD', 'TRY', 0.0028571),
XPD;TTD;0.0017301;; ('XPD', 'TTD', 0.0017301),;;;('XPD', 'TTD', 0.0017301),
XPD;TWD;0.0021142;; ('XPD', 'TWD', 0.0021142),;;;('XPD', 'TWD', 0.0021142),
XPD;TZS;0.0011862;; ('XPD', 'TZS', 0.0011862),;;;('XPD', 'TZS', 0.0011862),
XPD;UAH;0.0011628;; ('XPD', 'UAH', 0.0011628),;;;('XPD', 'UAH', 0.0011628),
XPD;UGX;0.0015480;; ('XPD', 'UGX', 0.0015480),;;;('XPD', 'UGX', 0.0015480),
XPD;USD;0.0011834;; ('XPD', 'USD', 0.0011834),;;;('XPD', 'USD', 0.0011834),
XPD;USN;0.0016502;; ('XPD', 'USN', 0.0016502),;;;('XPD', 'USN', 0.0016502),
XPD;UYI;0.0026247;; ('XPD', 'UYI', 0.0026247),;;;('XPD', 'UYI', 0.0026247),
XPD;UYU;0.0019493;; ('XPD', 'UYU', 0.0019493),;;;('XPD', 'UYU', 0.0019493),
XPD;UYW;0.0021097;; ('XPD', 'UYW', 0.0021097),;;;('XPD', 'UYW', 0.0021097),
XPD;UZS;0.0096154;; ('XPD', 'UZS', 0.0096154),;;;('XPD', 'UZS', 0.0096154),
XPD;VED;0.0020576;; ('XPD', 'VED', 0.0020576),;;;('XPD', 'VED', 0.0020576),
XPD;VES;0.0017007;; ('XPD', 'VES', 0.0017007),;;;('XPD', 'VES', 0.0017007),
XPD;VND;0.0010650;; ('XPD', 'VND', 0.0010650),;;;('XPD', 'VND', 0.0010650),
XPD;VUV;0.0027322;; ('XPD', 'VUV', 0.0027322),;;;('XPD', 'VUV', 0.0027322),
XPD;WST;0.0024814;; ('XPD', 'WST', 0.0024814),;;;('XPD', 'WST', 0.0024814),
XPD;XAF;0.0014993;; ('XPD', 'XAF', 0.0014993),;;;('XPD', 'XAF', 0.0014993),
XPD;XAG;0.0059172;; ('XPD', 'XAG', 0.0059172),;;;('XPD', 'XAG', 0.0059172),
XPD;XAU;0.0098039;; ('XPD', 'XAU', 0.0098039),;;;('XPD', 'XAU', 0.0098039),
XPD;XBA;0.0011641;; ('XPD', 'XBA', 0.0011641),;;;('XPD', 'XBA', 0.0011641),
XPD;XBB;0.0013717;; ('XPD', 'XBB', 0.0013717),;;;('XPD', 'XBB', 0.0013717),
XPD;XBC;0.0011211;; ('XPD', 'XBC', 0.0011211),;;;('XPD', 'XBC', 0.0011211),
XPD;XBD;0.0020661;; ('XPD', 'XBD', 0.0020661),;;;('XPD', 'XBD', 0.0020661),
XPD;XCD;0.0068027;; ('XPD', 'XCD', 0.0068027),;;;('XPD', 'XCD', 0.0068027),
XPD;XDR;0.0080645;; ('XPD', 'XDR', 0.0080645),;;;('XPD', 'XDR', 0.0080645),
XPD;XOF;0.0012180;; ('XPD', 'XOF', 0.0012180),;;;('XPD', 'XOF', 0.0012180),
XPD;XPD;1;; ('XPD', 'XPD', 1),;;;('XPD', 'XPD', 1),
XPD;XPF;81;; ('XPD', 'XPF', 81),;;;('XPD', 'XPF', 81),
XPD;XPT;897;; ('XPD', 'XPT', 897),;;;('XPD', 'XPT', 897),
XPD;XSU;908;; ('XPD', 'XSU', 908),;;;('XPD', 'XSU', 908),
XPD;XTS;831;; ('XPD', 'XTS', 831),;;;('XPD', 'XTS', 831),
XPD;XUA;708;; ('XPD', 'XUA', 708),;;;('XPD', 'XUA', 708),
XPD;XXX;51;; ('XPD', 'XXX', 51),;;;('XPD', 'XXX', 51),
XPD;YER;927;; ('XPD', 'YER', 927),;;;('XPD', 'YER', 927),
XPD;ZAR;146;; ('XPD', 'ZAR', 146),;;;('XPD', 'ZAR', 146),
XPD;ZMW;882;; ('XPD', 'ZMW', 882),;;;('XPD', 'ZMW', 882),
XPD;ZWL;207;; ('XPD', 'ZWL', 207),;;;('XPD', 'ZWL', 207),
XPF;AED;0.0010893;; ('XPF', 'AED', 0.0010893),;;;('XPF', 'AED', 0.0010893),
XPF;AFN;0.0052910;; ('XPF', 'AFN', 0.0052910),;;;('XPF', 'AFN', 0.0052910),
XPF;ALL;0.0023202;; ('XPF', 'ALL', 0.0023202),;;;('XPF', 'ALL', 0.0023202),
XPF;AMD;0.0015267;; ('XPF', 'AMD', 0.0015267),;;;('XPF', 'AMD', 0.0015267),
XPF;ANG;0.0028169;; ('XPF', 'ANG', 0.0028169),;;;('XPF', 'ANG', 0.0028169),
XPF;AOA;0.0054945;; ('XPF', 'AOA', 0.0054945),;;;('XPF', 'AOA', 0.0054945),
XPF;ARS;0.0020325;; ('XPF', 'ARS', 0.0020325),;;;('XPF', 'ARS', 0.0020325),
XPF;AUD;0.0017361;; ('XPF', 'AUD', 0.0017361),;;;('XPF', 'AUD', 0.0017361),
XPF;AWG;0.0057471;; ('XPF', 'AWG', 0.0057471),;;;('XPF', 'AWG', 0.0057471),
XPF;AZN;0.0079365;; ('XPF', 'AZN', 0.0079365),;;;('XPF', 'AZN', 0.0079365),
XPF;BAM;0.0018484;; ('XPF', 'BAM', 0.0018484),;;;('XPF', 'BAM', 0.0018484),
XPF;BBD;0.0021645;; ('XPF', 'BBD', 0.0021645),;;;('XPF', 'BBD', 0.0021645),
XPF;BDT;0.0012547;; ('XPF', 'BDT', 0.0012547),;;;('XPF', 'BDT', 0.0012547),
XPF;BGN;0.0016667;; ('XPF', 'BGN', 0.0016667),;;;('XPF', 'BGN', 0.0016667),
XPF;BHD;0.0010881;; ('XPF', 'BHD', 0.0010881),;;;('XPF', 'BHD', 0.0010881),
XPF;BIF;0.0022989;; ('XPF', 'BIF', 0.0022989),;;;('XPF', 'BIF', 0.0022989),
XPF;BMD;0.0018450;; ('XPF', 'BMD', 0.0018450),;;;('XPF', 'BMD', 0.0018450),
XPF;BND;0.0015060;; ('XPF', 'BND', 0.0015060),;;;('XPF', 'BND', 0.0015060),
XPF;BOB;0.0010225;; ('XPF', 'BOB', 0.0010225),;;;('XPF', 'BOB', 0.0010225),
XPF;BOV;0.0016287;; ('XPF', 'BOV', 0.0016287),;;;('XPF', 'BOV', 0.0016287),
XPF;BRL;0.0020790;; ('XPF', 'BRL', 0.0020790),;;;('XPF', 'BRL', 0.0020790),
XPF;BSD;0.0011198;; ('XPF', 'BSD', 0.0011198),;;;('XPF', 'BSD', 0.0011198),
XPF;BTN;0.0012853;; ('XPF', 'BTN', 0.0012853),;;;('XPF', 'BTN', 0.0012853),
XPF;BWP;0.0014368;; ('XPF', 'BWP', 0.0014368),;;;('XPF', 'BWP', 0.0014368),
XPF;BYN;0.0024390;; ('XPF', 'BYN', 0.0024390),;;;('XPF', 'BYN', 0.0024390),
XPF;BZD;0.0022272;; ('XPF', 'BZD', 0.0022272),;;;('XPF', 'BZD', 0.0022272),
XPF;CAD;0.0138889;; ('XPF', 'CAD', 0.0138889),;;;('XPF', 'CAD', 0.0138889),
XPF;CDF;0.0178571;; ('XPF', 'CDF', 0.0178571),;;;('XPF', 'CDF', 0.0178571),
XPF;CHE;0.0011186;; ('XPF', 'CHE', 0.0011186),;;;('XPF', 'CHE', 0.0011186),
XPF;CHF;0.0055556;; ('XPF', 'CHF', 0.0055556),;;;('XPF', 'CHF', 0.0055556),
XPF;CHW;0.0021978;; ('XPF', 'CHW', 0.0021978),;;;('XPF', 'CHW', 0.0021978),
XPF;CLF;0.0010881;; ('XPF', 'CLF', 0.0010881),;;;('XPF', 'CLF', 0.0010881),
XPF;CLP;0.0057803;; ('XPF', 'CLP', 0.0057803),;;;('XPF', 'CLP', 0.0057803),
XPF;COP;0.0020661;; ('XPF', 'COP', 0.0020661),;;;('XPF', 'COP', 0.0020661),
XPF;COU;0.0012755;; ('XPF', 'COU', 0.0012755),;;;('XPF', 'COU', 0.0012755),
XPF;CRC;0.0079365;; ('XPF', 'CRC', 0.0079365),;;;('XPF', 'CRC', 0.0079365),
XPF;CUP;0.0015267;; ('XPF', 'CUP', 0.0015267),;;;('XPF', 'CUP', 0.0015267),
XPF;CVE;0.0014728;; ('XPF', 'CVE', 0.0014728),;;;('XPF', 'CVE', 0.0014728),
XPF;CZK;0.0012953;; ('XPF', 'CZK', 0.0012953),;;;('XPF', 'CZK', 0.0012953),
XPF;DJF;0.0022727;; ('XPF', 'DJF', 0.0022727),;;;('XPF', 'DJF', 0.0022727),
XPF;DKK;0.0031153;; ('XPF', 'DKK', 0.0031153),;;;('XPF', 'DKK', 0.0031153),
XPF;DOP;0.0045872;; ('XPF', 'DOP', 0.0045872),;;;('XPF', 'DOP', 0.0045872),
XPF;DZD;0.0045455;; ('XPF', 'DZD', 0.0045455),;;;('XPF', 'DZD', 0.0045455),
XPF;EGP;0.0049505;; ('XPF', 'EGP', 0.0049505),;;;('XPF', 'EGP', 0.0049505),
XPF;ERN;0.0013441;; ('XPF', 'ERN', 0.0013441),;;;('XPF', 'ERN', 0.0013441),
XPF;ETB;0.0010060;; ('XPF', 'ETB', 0.0010060),;;;('XPF', 'ETB', 0.0010060),
XPF;EUR;0.0010582;; ('XPF', 'EUR', 0.0010582),;;;('XPF', 'EUR', 0.0010582),
XPF;FJD;0.0085470;; ('XPF', 'FJD', 0.0085470),;;;('XPF', 'FJD', 0.0085470),
XPF;FKP;0.0054645;; ('XPF', 'FKP', 0.0054645),;;;('XPF', 'FKP', 0.0054645),
XPF;GBP;0.0270270;; ('XPF', 'GBP', 0.0270270),;;;('XPF', 'GBP', 0.0270270),
XPF;GEL;0.0019685;; ('XPF', 'GEL', 0.0019685),;;;('XPF', 'GEL', 0.0019685),
XPF;GHS;0.0040486;; ('XPF', 'GHS', 0.0040486),;;;('XPF', 'GHS', 0.0040486),
XPF;GIP;0.0015106;; ('XPF', 'GIP', 0.0015106),;;;('XPF', 'GIP', 0.0015106),
XPF;GMD;0.0011792;; ('XPF', 'GMD', 0.0011792),;;;('XPF', 'GMD', 0.0011792),
XPF;GNF;0.0010471;; ('XPF', 'GNF', 0.0010471),;;;('XPF', 'GNF', 0.0010471),
XPF;GTQ;0.0024938;; ('XPF', 'GTQ', 0.0024938),;;;('XPF', 'GTQ', 0.0024938),
XPF;GYD;0.0033223;; ('XPF', 'GYD', 0.0033223),;;;('XPF', 'GYD', 0.0033223),
XPF;HKD;0.0035088;; ('XPF', 'HKD', 0.0035088),;;;('XPF', 'HKD', 0.0035088),
XPF;HNL;0.0012210;; ('XPF', 'HNL', 0.0012210),;;;('XPF', 'HNL', 0.0012210),
XPF;HTG;0.0049751;; ('XPF', 'HTG', 0.0049751),;;;('XPF', 'HTG', 0.0049751),
XPF;HUF;0.0041152;; ('XPF', 'HUF', 0.0041152),;;;('XPF', 'HUF', 0.0041152),
XPF;IDR;0.0021739;; ('XPF', 'IDR', 0.0021739),;;;('XPF', 'IDR', 0.0021739),
